0,000-1.png,Controlnet,4,4,3,2,3,柯基部分失真,,Corgi Partial Distortion,
1,000-2.png,Controlnet,3,3,3,2,3,柯基犬脸部扭曲畸变,,Corgi's face is distorted,
2,000-3.png,Controlnet,3,4,3,2,1,柯基犬颜色和毛发与客观认知不符,"文中是一只柯基犬, 图中是一只玩具柯基犬",Corgi color and coat do not match objective perception,"The text is a corgi, the picture is a toy corgi."
3,000-4.png,Controlnet,4,4,4,3,3,,,,
4,001-1.png,Controlnet,3,3,3,3,3,,,,
5,001-2.png,Controlnet,3,4,4,2,3,背景部分失真,,Background partially distorted,
6,001-3.png,Controlnet,3,3,3,3,3,,,,
7,001-4.png,Controlnet,2,3,3,2,2,小女孩轮廓，眼睛畸变,文字中没有描述小女孩在画中,"Little girl's silhouette, eyes distorted",The text does not describe the little girl in the picture
8,002-1.png,Controlnet,4,4,4,2,3,岸边岩石部分失真,,Partial distortion of the rocky shore.,
9,002-2.png,Controlnet,3,4,3,3,3,,,,
10,002-3.png,Controlnet,4,3,3,2,2,船轮廓不完整,船没有在图片中体现,Incomplete boat silhouette,Boats are not represented in the picture
11,002-4.png,Controlnet,4,4,4,3,3,,,,
12,003-1.png,Controlnet,4,4,4,3,3,,,,
13,003-2.png,Controlnet,4,4,3,3,3,,,,
14,003-3.png,Controlnet,3,3,3,3,3,,,,
15,003-4.png,Controlnet,4,4,4,3,3,,,,
16,004-1.png,Controlnet,4,4,3,2,3,轮廓不完整,,Incomplete Outline,
17,004-2.png,Controlnet,3,3,3,3,3,,,,
18,004-3.png,Controlnet,2,3,3,3,2,,花数量不一致，文中有1个，图中有14个,,"Number of flowers does not match, 1 in the text, 14 in the picture"
19,004-4.png,Controlnet,4,4,4,3,3,,,,
20,005-1.png,Controlnet,4,4,4,3,3,,,,
21,005-2.png,Controlnet,3,4,3,3,3,,,,
22,005-3.png,Controlnet,3,3,3,2,2,左下角青椒形状扭曲畸变,青椒数量不一致，文中有1个，图中有3个,Bottom left green pepper shape distorted distortion,"Inconsistent number of peppers, 1 in the text, 3 in the picture."
23,005-4.png,Controlnet,4,4,4,3,3,,,,
24,006-1.png,Controlnet,4,4,4,3,3,,,,
25,006-2.png,Controlnet,3,3,2,2,3,书本的结构与客观认知不符,,The structure of the book does not correspond to objective perception,
26,006-3.png,Controlnet,2,3,2,2,3,面部与客观认知不符,,Face does not match objective perception,
27,006-4.png,Controlnet,3,3,3,2,3,文字部分失真,,Text partially distorted,
28,007-1.png,Controlnet,4,4,4,3,3,,,,
29,007-2.png,Controlnet,4,4,3,3,3,,,,
30,007-3.png,Controlnet,4,4,4,3,3,,,,
31,007-4.png,Controlnet,4,4,4,3,3,,,,
32,008-1.png,Controlnet,2,2,3,2,3,绿树轮廓不完整,,Green tree outline incomplete,
33,008-2.png,Controlnet,3,3,3,2,3,图像整体部分失真,,Overall partial distortion of the image,
34,008-3.png,Controlnet,3,4,3,3,3,,,,
35,008-4.png,Controlnet,4,3,4,3,3,,,,
36,009-1.png,Controlnet,4,3,4,3,3,,,,
37,009-2.png,Controlnet,3,3,2,3,3,,,,
38,009-3.png,Controlnet,3,3,2,2,3,部分失真,,Partial distortion,
39,009-4.png,Controlnet,4,4,4,3,3,,,,
40,010-1.png,Controlnet,4,4,4,2,3,长颈鹿轮廓不完整,,Incomplete outline of the giraffe,
41,010-2.png,Controlnet,3,4,4,3,3,,,,
42,010-3.png,Controlnet,4,4,4,3,3,,,,
43,010-4.png,Controlnet,1,1,1,1,2,长颈鹿背后的田野严重失真,本文中田野内容没有在图片中体现,Field behind the giraffe is severely distorted,Fields are not represented in the images in this article
44,011-1.png,Controlnet,3,3,2,2,2,眼睛扭曲畸变,本文中女人内容没有在图片中体现,Eye Distortion Aberration,The woman in this article is not represented in the picture
45,011-2.png,Controlnet,4,4,3,2,3,扭曲畸变,,Twisted Aberration,
46,011-3.png,Controlnet,2,2,2,1,3,women轮廓不完整,,women incomplete,
47,011-4.png,Controlnet,3,3,2,2,3,与客观认知不符,,Inconsistent with objective perception,
48,012-1.png,Controlnet,3,3,3,2,3,路面扭曲畸变,,Distorted road surface distortion,
49,012-2.png,Controlnet,3,3,3,2,3,巴士细节扭曲畸变,,Bus detail distortion distortion,
50,012-3.png,Controlnet,2,2,2,3,1,,"对颜色的描述不一致，文中是红色, 图中是黑色",,"Inconsistent descriptions of colors, red in the text, black in the picture."
51,012-4.png,Controlnet,4,4,3,2,3,与客观认知不符,,Inconsistent with objective perception,
52,013-1.png,Controlnet,4,4,4,3,3,,,,
53,013-2.png,Controlnet,3,4,4,2,3,滑板鞋扭曲畸变,,Skateboarding shoes are distorted,
54,013-3.png,Controlnet,3,3,2,2,2,熊部分失真,"对滑板的描述不一致，文中是骑着, 图中是摆放",Bear partially distorted,"Inconsistent descriptions of skateboards, one riding in the text, two in the picture."
55,013-4.png,Controlnet,4,4,4,2,3,与客观认知不符,,Inconsistency with objective perception,
56,014-1.png,Controlnet,4,4,4,3,2,,本文中蜡烛内容没有在图片中体现,,Candles in this article are not represented in the picture
57,014-2.png,Controlnet,4,4,4,3,2,,本文中蜡烛内容没有在图片中体现,,Candles in this article are not in the picture
58,014-3.png,Controlnet,4,4,4,3,3,,,,
59,014-4.png,Controlnet,3,4,3,3,2,,本文中蜡烛内容没有在图片中体现,,Candles are not in the picture in this article
60,015-1.png,Controlnet,3,3,3,2,2,汤碗较扭曲,不是一碗汤,Soup bowl is distorted,Not a bowl of soup.
61,015-2.png,Controlnet,4,4,4,3,3,,,,
62,015-3.png,Controlnet,4,4,4,3,1,,这是鸡肉面,,This is chicken noodle
63,015-4.png,Controlnet,4,4,4,3,3,与客观认知不符,,Inconsistent with objective perception,
64,016-1.png,Controlnet,4,4,4,3,3,,,,
65,016-2.png,Controlnet,4,4,4,3,3,,,,
66,016-3.png,Controlnet,4,4,3,3,2,,心数量不一致，文中有1个，图中有2个,,"Inconsistent number of hearts, 1 in text, 2 in figure"
67,016-4.png,Controlnet,4,4,3,3,3,,,,
68,017-1.png,Controlnet,4,3,4,3,2,,"对桌子的描述不一致，文中是咖啡桌, 图中是茶几",,"Inconsistency in description of table, coffee table in text, coffee table in picture."
